,Anomalies(#),Blockade(#),DeepSurveyedGoals(#),DeepSurveyedGoals(Positions),Goals(#),Hotspots(Positions),RemoraAttacks(#),SurveyedGoals(#),SurveyedGoals(Positions),Time,index
19,0,0,0,,19,Tx1y3;Tx3y1,0,19,Tx0y0;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,418.0,4
20,0,0,0,,20,Tx1y3;Tx3y1,0,20,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,409.0,4
21,0,0,0,,21,Tx1y3;Tx3y1,0,21,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,399.0,4
22,0,0,0,,22,Tx1y3;Tx3y1,0,22,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,389.0,4
23,0,0,0,,23,Tx1y3;Tx3y1,0,23,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,377.0,4
24,0,0,0,,24,Tx1y3;Tx3y1,0,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,362.0,4
25,0,0,0,,25,Tx1y3;Tx3y1,0,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,341.0,4
0,0,0,0,,0,,0,0,,599.0,5
1,0,0,0,,1,,0,1,Tx3y4,592.0,5
2,0,0,0,,2,,0,2,Tx3y4;Tx4y4,584.0,5
3,0,0,0,,3,,0,3,Tx2y4;Tx3y4;Tx4y4,574.0,5
4,0,0,0,,4,,0,4,Tx2y4;Tx2y3;Tx3y4;Tx4y4,565.0,5
5,0,0,0,,5,,0,5,Tx2y4;Tx2y3;Tx3y4;Tx4y4;Tx1y4,556.0,5
6,0,0,0,,6,,0,6,Tx2y4;Tx2y3;Tx3y4;Tx4y4;Tx3y3;Tx1y4,544.0,5
7,0,0,0,,7,,0,7,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx4y4;Tx3y3;Tx1y4,534.0,5
8,0,0,0,,8,Tx1y3,0,8,Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx2y4;Tx4y4;Tx1y3;Tx1y4,524.0,5
9,0,0,0,,9,Tx1y3,0,9,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx2y4;Tx4y4;Tx1y3;Tx1y4,516.0,5
10,0,0,0,,10,Tx1y3,0,10,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx4y4;Tx1y3;Tx1y4,504.0,5
11,0,0,0,,11,Tx1y3,0,11,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx4y4;Tx1y3;Tx1y4;Tx1y1,495.0,5
12,0,0,0,,12,Tx1y3,0,12,Tx0y3;Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx4y4;Tx1y3;Tx1y4;Tx1y1,486.0,5
13,0,0,0,,13,Tx1y3,0,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx4y4;Tx1y3;Tx1y4;Tx1y1,477.0,5
14,0,0,0,,14,Tx1y3,0,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y4;Tx1y3;Tx1y4;Tx1y1,464.0,5
15,0,0,0,,15,Tx1y3,0,15,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y4;Tx1y3;Tx1y4;Tx1y1,448.0,5
16,0,0,0,,16,Tx1y3,0,16,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1;Tx3y4,439.0,5
17,0,0,0,,17,Tx3y1;Tx1y3,0,17,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1,430.0,5
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,420.0,5
19,0,0,0,,19,Tx1y3;Tx3y1,0,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,411.0,5
20,0,0,0,,20,Tx1y3;Tx3y1,0,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,401.0,5
21,0,0,0,,21,Tx1y3;Tx3y1,0,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx3y0,392.0,5
22,0,0,0,,22,Tx1y3;Tx3y1,0,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,375.0,5
23,0,0,0,,23,Tx1y3;Tx3y1,0,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,357.0,5
24,0,0,0,,24,Tx1y3;Tx3y1,0,24,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,342.0,5
25,0,0,0,,25,Tx1y3;Tx3y1,0,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,321.0,5
0,0,0,0,,0,,0,0,,599.0,6
1,0,0,0,,1,,0,1,Tx0y1,593.0,6
2,0,0,0,,2,,0,2,Tx0y0;Tx0y1,584.0,6
3,0,0,0,,3,,0,3,Tx0y0;Tx1y0;Tx0y1,575.0,6
4,0,0,0,,4,,0,4,Tx0y0;Tx1y0;Tx0y1;Tx1y1,567.0,6
5,0,0,0,,5,,0,5,Tx2y1;Tx0y0;Tx1y0;Tx0y1;Tx1y1,559.0,6
6,0,0,0,,6,,0,6,Tx2y1;Tx0y0;Tx1y0;Tx0y1;Tx2y2;Tx1y1,551.0,6
7,0,0,0,,7,,0,7,Tx2y1;Tx0y0;Tx1y0;Tx0y1;Tx2y2;Tx1y2;Tx1y1,543.0,6
8,0,0,0,,8,,0,8,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx2y2;Tx1y2;Tx1y0;Tx1y1,535.0,6
9,0,0,0,,9,Tx1y3,0,9,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx1y2;Tx1y0;Tx1y3;Tx1y1;Tx2y2,526.0,6
10,0,0,0,,10,Tx1y3,0,10,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,519.0,6
11,0,0,0,,11,Tx1y3,0,11,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx0y3;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,508.0,6
12,0,0,0,,12,Tx1y3,0,12,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx0y3;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,498.0,6
13,0,0,0,,13,Tx1y3,0,13,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,488.0,6
14,0,0,0,,14,Tx1y3,0,14,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,479.0,6
15,0,0,0,,15,Tx1y3,0,15,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y4;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,470.0,6
16,0,0,0,,16,Tx1y3,0,16,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,449.0,6
17,0,0,0,,17,Tx1y3,0,17,Tx0y0;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,417.0,6
18,0,0,0,,18,Tx1y3,0,18,Tx0y0;Tx0y2;Tx0y1;Tx2y3;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,403.0,6
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y0;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,387.0,6
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y0;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,378.0,6
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,369.0,6
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,360.0,6
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx2y2,350.0,6
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,338.0,6
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,327.0,6
0,0,0,0,,0,,0,0,,599.0,7
1,0,0,0,,1,,0,1,Tx1y1,592.0,7
2,0,0,0,,2,,0,2,Tx2y1;Tx1y1,584.0,7
3,0,0,0,,3,,0,3,Tx2y1;Tx2y2;Tx1y1,576.0,7
4,0,0,0,,4,,0,4,Tx2y1;Tx2y2;Tx1y2;Tx1y1,568.0,7
5,0,0,0,,5,,0,5,Tx2y1;Tx0y2;Tx2y2;Tx1y2;Tx1y1,561.0,7
6,0,0,0,,6,Tx1y3,0,6,Tx2y1;Tx0y2;Tx2y2;Tx1y2;Tx1y3;Tx1y1,552.0,7
7,0,0,0,,7,Tx1y3,0,7,Tx0y2;Tx2y1;Tx2y2;Tx1y2;Tx1y3;Tx1y4;Tx1y1,544.0,7
8,0,0,0,,8,Tx1y3,0,8,Tx0y2;Tx2y1;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,533.0,7
9,0,0,0,,9,Tx1y3,0,9,Tx0y2;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,523.0,7
10,0,0,0,,10,Tx1y3,0,10,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,509.0,7
11,0,0,0,,11,Tx1y3,0,11,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx1y1,495.0,7
12,0,0,0,,12,Tx1y3,0,12,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,486.0,7
13,0,0,0,,13,Tx1y3,0,13,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,476.0,7
14,0,0,0,,14,Tx1y3,0,14,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,455.0,7
15,0,0,0,,15,Tx1y3,0,15,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,440.0,7
16,0,0,0,,16,Tx3y1;Tx1y3,0,16,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,421.0,7
17,0,0,0,,17,Tx3y1;Tx1y3,0,17,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,412.0,7
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,403.0,7
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,394.0,7
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx3y0,384.0,7
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,362.0,7
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,353.0,7
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,338.0,7
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,330.0,7
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,310.0,7
0,0,0,0,,0,,0,0,,599.0,8
1,0,0,0,,1,,0,1,Tx3y3,592.0,8
2,0,0,0,,2,,0,2,Tx3y2;Tx3y3,584.0,8
3,0,0,0,,3,,0,3,Tx2y3;Tx3y2;Tx3y3,575.0,8
4,0,0,0,,4,,0,4,Tx2y3;Tx2y2;Tx3y2;Tx3y3,566.0,8
5,0,0,0,,5,,0,5,Tx2y4;Tx2y3;Tx2y2;Tx3y2;Tx3y3,557.0,8
6,0,0,0,,6,,0,6,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3,548.0,8
7,0,0,0,,7,,0,7,Tx2y4;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx1y4,539.0,8
8,0,0,0,,8,Tx1y3,0,8,Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,529.0,8
9,0,0,0,,9,Tx1y3,0,9,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,521.0,8
10,0,0,0,,10,Tx1y3,0,10,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,511.0,8
11,0,0,0,,11,Tx1y3,0,11,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,502.0,8
12,0,0,0,,12,Tx1y3,0,12,Tx0y3;Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,493.0,8
13,0,0,0,,13,Tx1y3,0,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,484.0,8
14,0,0,0,,14,Tx1y3,0,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,473.0,8
15,0,0,0,,15,Tx1y3,0,15,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,454.0,8
16,0,0,0,,16,Tx1y3,0,16,Tx1y0;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx1y3;Tx1y4;Tx1y1,407.0,8
17,0,0,0,,17,Tx3y1;Tx1y3,0,17,Tx1y0;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx1y3;Tx1y4;Tx1y1,395.0,8
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx1y0;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,387.0,8
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,377.0,8
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y0,368.0,8
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx3y0,359.0,8
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0,345.0,8
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,336.0,8
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,319.0,8
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,298.0,8
0,0,0,0,,0,,0,0,,599.0,9
1,0,0,0,,1,,0,1,Tx0y2,592.0,9
2,0,0,0,,2,,0,2,Tx0y2;Tx1y2,583.0,9
3,0,0,0,,3,,0,3,Tx0y2;Tx0y1;Tx1y2,573.0,9
4,0,0,0,,4,,0,4,Tx0y2;Tx0y1;Tx0y3;Tx1y2,564.0,9
5,0,0,0,,5,,0,5,Tx0y2;Tx0y1;Tx2y2;Tx0y3;Tx1y2,551.0,9
6,0,0,0,,6,,0,6,Tx0y2;Tx0y1;Tx2y2;Tx0y3;Tx1y2;Tx1y1,541.0,9
7,0,0,0,,7,Tx1y3,0,7,Tx0y2;Tx0y1;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y1,531.0,9
8,0,0,0,,8,Tx1y3,0,8,Tx0y2;Tx0y1;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,524.0,9
