,Anomalies(#),Blockade(#),DeepSurveyedGoals(#),DeepSurveyedGoals(Positions),Goals(#),Hotspots(Positions),RemoraAttacks(#),SurveyedGoals(#),SurveyedGoals(Positions),Time,index
9,0,0,0,,9,Tx1y3,0,9,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,513.0,9
10,0,0,0,,10,Tx1y3,0,10,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx1y1,504.0,9
11,0,0,0,,11,Tx1y3,0,11,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,495.0,9
12,0,0,0,,12,Tx1y3,0,12,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx1y3;Tx1y4;Tx1y1,486.0,9
13,0,0,0,,13,Tx1y3,0,13,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1;Tx3y4,475.0,9
14,0,0,0,,14,Tx1y3,0,14,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1,464.0,9
15,0,0,0,,15,Tx1y3,0,15,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx3y4;Tx3y2;Tx1y3;Tx1y4;Tx1y1,454.0,9
16,0,0,0,,16,Tx3y1;Tx1y3,0,16,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx3y2;Tx1y3;Tx1y4;Tx1y1,442.0,9
17,0,0,0,,17,Tx3y1;Tx1y3,0,17,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx3y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,434.0,9
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y2;Tx0y1;Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx3y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,423.0,9
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx1y3;Tx1y4;Tx1y1;Tx3y0,415.0,9
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx3y0,405.0,9
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,392.0,9
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,376.0,9
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,360.0,9
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,340.0,9
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0,317.0,9
0,0,0,0,,0,,0,0,,599.0,10
1,0,0,0,,1,Tx3y1,0,1,Tx3y1,593.0,10
2,0,0,0,,2,Tx3y1,0,2,Tx3y1;Tx3y0,584.0,10
3,0,0,0,,3,Tx3y1,0,3,Tx3y1;Tx3y2;Tx3y0,575.0,10
4,0,0,0,,4,Tx3y1,0,4,Tx4y1;Tx3y1;Tx3y2;Tx3y0,564.0,10
5,0,0,0,,5,Tx3y1,0,5,Tx2y1;Tx4y1;Tx3y1;Tx3y2;Tx3y0,554.0,10
6,0,0,0,,6,Tx3y1,0,6,Tx2y1;Tx4y1;Tx4y0;Tx3y1;Tx3y2;Tx3y0,542.0,10
7,0,0,0,,7,Tx3y1,0,7,Tx2y1;Tx4y1;Tx4y0;Tx3y1;Tx2y0;Tx3y2;Tx3y0,532.0,10
8,0,0,0,,8,Tx3y1,0,8,Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx3y2;Tx3y0;Tx2y0;Tx1y1,523.0,10
9,0,0,0,,9,Tx3y1,0,9,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx3y0;Tx2y0;Tx1y1,514.0,10
10,0,0,0,,10,Tx3y1,0,10,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y0;Tx2y0;Tx1y1,505.0,10
11,0,0,0,,11,Tx3y1,0,11,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y1,497.0,10
12,0,0,0,,12,Tx1y3;Tx3y1,0,12,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y1,487.0,10
13,0,0,0,,13,Tx1y3;Tx3y1,0,13,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1,480.0,10
14,0,0,0,,14,Tx1y3;Tx3y1,0,14,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx3y2;Tx0y3;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1,468.0,10
15,0,0,0,,15,Tx1y3;Tx3y1,0,15,Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx0y3;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1,458.0,10
16,0,0,0,,16,Tx1y3;Tx3y1,0,16,Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx0y3;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1,443.0,10
17,0,0,0,,17,Tx1y3;Tx3y1,0,17,Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx0y3;Tx1y2;Tx0y2;Tx3y3;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1,429.0,10
18,0,0,0,,18,Tx1y3;Tx3y1,0,18,Tx2y4;Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx0y3;Tx1y2;Tx0y2;Tx3y3;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1,420.0,10
19,0,0,0,,19,Tx1y3;Tx3y1,0,19,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,411.0,10
20,0,0,0,,20,Tx1y3;Tx3y1,0,20,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,394.0,10
21,0,0,0,,21,Tx1y3;Tx3y1,0,21,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx1y1;Tx2y2,379.0,10
22,0,0,0,,22,Tx1y3;Tx3y1,0,22,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,358.0,10
23,0,0,0,,23,Tx1y3;Tx3y1,0,23,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,350.0,10
24,0,0,0,,24,Tx1y3;Tx3y1,0,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,330.0,10
25,0,0,0,,25,Tx1y3;Tx3y1,0,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,311.0,10
0,0,0,0,,0,,0,0,,599.0,11
1,0,0,0,,1,,0,1,Tx2y2,592.0,11
2,0,0,0,,2,,0,2,Tx2y1;Tx2y2,584.0,11
3,0,0,0,,3,,0,3,Tx2y1;Tx2y2;Tx1y2,575.0,11
4,0,0,0,,4,,0,4,Tx2y1;Tx2y2;Tx1y2;Tx1y1,566.0,11
5,0,0,0,,5,,0,5,Tx2y1;Tx0y2;Tx2y2;Tx1y2;Tx1y1,557.0,11
6,0,0,0,,6,Tx1y3,0,6,Tx2y1;Tx0y2;Tx2y2;Tx1y2;Tx1y3;Tx1y1,547.0,11
7,0,0,0,,7,Tx1y3,0,7,Tx0y2;Tx2y1;Tx2y2;Tx1y2;Tx1y3;Tx1y4;Tx1y1,539.0,11
8,0,0,0,,8,Tx1y3,0,8,Tx0y2;Tx2y1;Tx2y3;Tx2y2;Tx1y2;Tx1y3;Tx1y4;Tx1y1,528.0,11
9,0,0,0,,9,Tx1y3,0,9,Tx0y2;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,518.0,11
10,0,0,0,,10,Tx1y3,0,10,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,507.0,11
11,0,0,0,,11,Tx1y3,0,11,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx1y1,493.0,11
12,0,0,0,,12,Tx1y3,0,12,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,484.0,11
13,0,0,0,,13,Tx1y3,0,13,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,475.0,11
14,0,0,0,,14,Tx1y3,0,14,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,463.0,11
15,0,0,0,,15,Tx1y3,0,15,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,454.0,11
16,0,0,0,,16,Tx1y3,0,16,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,439.0,11
17,0,0,0,,17,Tx1y3,0,17,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,422.0,11
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,411.0,11
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,402.0,11
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,392.0,11
21,0,0,0,,21,Tx3y1;Tx1y3,0,21,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,383.0,11
22,0,0,0,,22,Tx3y1;Tx1y3,0,22,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,373.0,11
23,0,0,0,,23,Tx3y1;Tx1y3,0,23,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,360.0,11
24,0,0,0,,24,Tx3y1;Tx1y3,0,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,342.0,11
25,0,0,0,,25,Tx3y1;Tx1y3,0,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,323.0,11
0,0,0,0,,0,,0,0,,599.0,12
1,0,0,0,,1,,0,1,Tx0y3,592.0,12
2,0,0,0,,2,,0,2,Tx0y3;Tx0y2,583.0,12
3,0,0,0,,3,,0,3,Tx0y3;Tx0y2;Tx0y1,574.0,12
4,0,0,0,,4,,0,4,Tx0y3;Tx0y2;Tx0y1;Tx1y2,565.0,12
5,0,0,0,,5,,0,5,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2,557.0,12
6,0,0,0,,6,,0,6,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx1y1;Tx2y2,546.0,12
7,0,0,0,,7,Tx1y3,0,7,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx1y3;Tx1y1;Tx2y2,537.0,12
8,0,0,0,,8,Tx1y3,0,8,Tx0y3;Tx0y2;Tx0y1;Tx2y2;Tx1y2;Tx1y3;Tx1y4;Tx1y1,529.0,12
9,0,0,0,,9,Tx1y3,0,9,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx1y3;Tx1y4;Tx1y1,518.0,12
10,0,0,0,,10,Tx1y3,0,10,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx1y1,508.0,12
11,0,0,0,,11,Tx1y3,0,11,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx1y1,499.0,12
12,0,0,0,,12,Tx1y3,0,12,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx3y4;Tx1y3;Tx1y4;Tx1y1,490.0,12
13,0,0,0,,13,Tx1y3,0,13,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx1y1;Tx3y4,479.0,12
14,0,0,0,,14,Tx1y3,0,14,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx3y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,470.0,12
15,0,0,0,,15,Tx1y3,0,15,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx3y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,456.0,12
16,0,0,0,,16,Tx1y3,0,16,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx1y0;Tx3y4;Tx4y3;Tx1y3;Tx1y4;Tx1y1,446.0,12
17,0,0,0,,17,Tx1y3;Tx3y1,0,17,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx1y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,435.0,12
18,0,0,0,,18,Tx1y3;Tx3y1,0,18,Tx2y4;Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,426.0,12
19,0,0,0,,19,Tx1y3;Tx3y1,0,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,416.0,12
20,0,0,0,,20,Tx1y3;Tx3y1,0,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,407.0,12
21,0,0,0,,21,Tx1y3;Tx3y1,0,21,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,397.0,12
22,0,0,0,,22,Tx1y3;Tx3y1,0,22,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx1y3;Tx1y4;Tx1y1,381.0,12
23,0,0,0,,23,Tx1y3;Tx3y1,0,23,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,364.0,12
24,0,0,0,,24,Tx1y3;Tx3y1,0,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,347.0,12
25,0,0,0,,25,Tx1y3;Tx3y1,0,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,327.0,12
0,0,0,0,,0,,0,0,,599.0,13
1,0,0,0,,1,,0,1,Tx1y2,593.0,13
2,0,0,0,,2,,0,2,Tx2y2;Tx1y2,585.0,13
3,0,0,0,,3,,0,3,Tx2y2;Tx1y2;Tx1y1,574.0,13
4,0,0,0,,4,,0,4,Tx0y2;Tx2y2;Tx1y2;Tx1y1,565.0,13
5,0,0,0,,5,,0,5,Tx0y2;Tx0y1;Tx2y2;Tx1y2;Tx1y1,556.0,13
6,0,0,0,,6,,0,6,Tx0y2;Tx0y1;Tx2y2;Tx0y3;Tx1y2;Tx1y1,546.0,13
7,0,0,0,,7,Tx1y3,0,7,Tx0y2;Tx0y1;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y1,538.0,13
8,0,0,0,,8,Tx1y3,0,8,Tx0y2;Tx0y1;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,530.0,13
9,0,0,0,,9,Tx1y3,0,9,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y3;Tx1y4;Tx1y1,519.0,13
10,0,0,0,,10,Tx1y3,0,10,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx1y3;Tx1y4;Tx1y1,511.0,13
11,0,0,0,,11,Tx1y3,0,11,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4;Tx1y1,502.0,13
12,0,0,0,,12,Tx1y3,0,12,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx1y3;Tx1y4;Tx1y1,493.0,13
13,0,0,0,,13,Tx1y3,0,13,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,482.0,13
14,0,0,0,,14,Tx1y3,0,14,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,466.0,13
15,0,0,0,,15,Tx1y3,0,15,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx3y4;Tx0y4;Tx1y3;Tx1y4;Tx1y1,455.0,13
16,0,0,0,,16,Tx1y3,0,16,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1;Tx3y4,441.0,13
17,0,0,0,,17,Tx1y3,0,17,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx1y0;Tx3y4;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,432.0,13
18,0,0,0,,18,Tx3y1;Tx1y3,0,18,Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx2y2,421.0,13
19,0,0,0,,19,Tx3y1;Tx1y3,0,19,Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,412.0,13
20,0,0,0,,20,Tx3y1;Tx1y3,0,20,Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx3y0;Tx2y2,403.0,13
